country,description,designation,points,price,province,region_1,region_2,variety,winery
US,"Though labeled Willamette Valley, this is single vineyard Chehalem Mountains AVA fruit. Smooth, ripe and buttery, from sniff to swallow, it's loaded with Satsuma orange, Meyer lemon and pink-grapefruit flavors. The acids snap and the finish lingers, with a streak of vanilla and a slight sensation of heat.",Avellana Vineyard,92,63.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
US,"The aromas of vanilla, herb and cherry show some volatility. The cherry flavors are light, finishing tart.",Cesar,85,26.0,Washington,Horse Heaven Hills,Columbia Valley,Bordeaux-style Red Blend,Martinez & Martinez
Argentina,"Floral berry and plum aromas are also saucy and oaky, and thus discordant. A wobbly tannic palate with green herbal oaky blueberry flavors tastes grassy on the finish. If you know Casarena's wines, this fits the mold.",505 Esencia,84,12.0,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Casarena
Spain,"Off the bat, this smells a bit like fruit punch, although with time it stiffens. A chunky heavy somewhat flat palate tastes of clove, chocolate and berry and plum.",Don Ramón,84,9.0,Northern Spain,Campo de Borja,,Red Blend,Bodegas Aragonesas
US,"Reduced and dominated by tannin and oak, this large production offering is earthy and spicy, with full-bodied texture and weight. It finishes slightly green.",,84,29.0,California,Los Carneros,Napa-Sonoma,Pinot Noir,Acacia
US,Jammy aromas and equally ripe sweet fruit flavors give this wine a candied character. It's full-bodied and feels a little warm on the finish.,,84,12.0,California,California,California Other,Pinot Noir,Sand Point
US,"Sourced entirely from the Otis Harlan Vineyard, these vines were planted about 25 years ago. It's a pleasure to see them singled out for this showcase bottling. It's a rich, oily, nutty, buttery style to be sure, but also dense with ripe apple, pear and peach fruit. The acidity buoys it up throughout a strong, long finish.",Dijon Clone,92,32.0,Washington,Yakima Valley,Columbia Valley,Chardonnay,Array
US,"The Daou brothers' considerable and continual investments is evidence that their wines will matter for years, ensuring a wise investment today. This 70% Cabernet Franc and 30% Merlot offers aromas of blueberry and cedar. Once sipped, the tannins grab with strength before dissipating smoothly. It's a seamless combo of spice, fruit, wood and herbs, but will evolve through at least 2025.",Seventeen Forty Reserve,92,56.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Daou
US,"A classic Napa Valley Chardonnay, this is smooth, rich, balanced and well composed. Flowery aromas of honeysuckle open the way for lemon curd and ripe apple to compete with a depth of crème brûlée character that provides plenty of complexity, with additional accents of honey and spice.",Cuvée Sauvage,91,40.0,California,Carneros,Napa-Sonoma,Chardonnay,Franciscan
US,"Kian Tavakoli is the winemaker for this small-production Cabernet Sauvignon with some Merlot, Petit Verdot and Cabernet Franc. A brambly, full-bodied wine, it's concentrated in black fruit with a spicy streak of clove.",,91,54.0,California,Napa Valley,Napa,Cabernet Sauvignon,Greyscale
Chile,"From a warm vintage, this blend is ripe yet still balanced, with aromas of prune, blackberry, tree bark and leather. The palate is saturated and broad, boasting flavors of dark, baked, black fruit accented by pepper and chocolate on the finish. Drink now.",Canto de Apalta Cellar Selection,91,22.0,Rapel Valley,,,Red Blend,Lapostolle
US,"Fully creamy and generous in crème brûlée and lemon curd, this dances in acidity and is balanced, the texture silky smooth. Highlights center on fresh-cut Anjou pear, a slice of which would go well with the wine, accompanied by Stilton.",,91,40.0,California,Russian River Valley,Sonoma,Chardonnay,Chasseur
US,"A sharp brine character gets warmer boosts from underlying pear, nectarine and buttered sourdough aromas. Flavors are light and bright at first, with sandy clay, vanilla cookie and custard strudel emerging on the midpalate and a line of acidity down through the finish.",,91,24.0,California,Edna Valley,Central Coast,Chardonnay,Talley
US,"Similar in style and aging potential to the winery's 2009, and blended with amounts of Malbec and Petit Verdot, this Cabernet Sauvignon from mighty Howell Mountain is rich in spicy blackberry and clove, the tannins soft and juicy.",,91,80.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Prim Family
US,"A solid wine for the price, this begins with honeydew and lime aromas. Flavors start with a spicy cinnamon apple before diving into buttered squash, melon and fresh lime, with a dash of salt.",Estate,91,15.0,California,Paso Robles,Central Coast,Chardonnay,Castoro Cellars
US,The new American oak barrel fermentation and aging steals the show on this wine. Notes of vanilla and woodspice overpower the variety's melon and apple aromas and flavors. There are some good things going on but it's hard to get at them.,The Reserve,87,25.0,Washington,Horse Heaven Hills,Columbia Valley,Chardonnay,14 Hands
US,"Straightforward oak and roasted pear aromas great the nose on this wine from one of the region's central and historic vineyards. Flavors are a little flat at first, but then apple flesh and pear skin bitterness emerge, with citrusy acidity.",Reserve,87,35.0,California,Edna Valley,Central Coast,Chardonnay,Edna Valley Vineyard
Italy,"Underbrush, tobacco and spiced plum aromas lead the nose. On the straightforward palate, notes of anise and clove add depth to the black cherry core. It's easy drinking, with lithe tannins.",Emilio Primo,87,25.0,Tuscany,Bolgheri,,Red Blend,Terre del Marchesato
US,"This lightly aromatic wine offers notes of pear, peach and spice. It's straight down the fairway with appealing stone fruit flavors and a lightly creamy feel.",,87,15.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Columbia Winery
US,"Made with 58% Malbec and 42% Syrah, this wine offers alluring aromas of thyme, dried herbs, raspberry and white pepper. It's elegant in style, supple in feel, providing a lot of easy-drinking pleasure.",Cutthroat Blend,87,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Flying Trout
France,"This is well-balanced and ripe, with plenty of room for both the attractive black fruits and the firm tannic structure. Wood aging shows, although it will integrate well. The wine is fruity, likely to be ready to drink from 2016.",Château Courbian,87,19.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Producta Vignobles
US,"A kitchen-sink blend of nine different varieties with Merlot (40%) and Syrah (25%) taking the lead, this wine brings an assortment of herbs, blue fruit and woodspice along with light volatile notes. It's full bodied and sweet with abundant cherry flavors backed by grainy tannins.",Sharp Sisters,87,26.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Mercer
US,"Crisp lemon, fennel and Bosc pear come into play in this medium-bodied Chardonnay, accented by a taste of fig. Taking on depth and breadth as it develops in the glass and on the palate, the wine finishes long and lean.",,87,20.0,California,Russian River Valley,Sonoma,Chardonnay,Taft Street
Italy,"Made from organically farmed grapes, this hearty blend of 90% Sangiovese and 10% Canaiolo opens with earthy aromas of violets, iris, mature black fruit and leather. The juicy, ripe palate delivers fleshy black cherry, truffle, tobacco, black pepper and mint alongside solid tannins. It has a meaty, rustic note but it's delicious. Alberello Imports, Ionia Atlantic Imports.",Riserva,90,25.0,Tuscany,Chianti Classico,,Red Blend,Fattoria La Ripa
US,"This is a bone-dry, tannic, acidic and tightly wound Cabernet, with a solid core of blackberry aromas and flavors. Stylistically, it plants its flag squarely in favor of elegance, it just needs a little more time to fully integrate.",Special Reserve,90,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Herzog
US,"The vineyard is in the Santa Maria Valley, and has been source for many years of great Pinots for multiple wineries lucky enough to obtain its fruit. The wines always show a similar profile of tannins, brisk acidity, a certain full-bodiedness and plenty of crushed brown spices. In this cool '11 vintage, the wine is particularly tart in cranberries and raspberries. Decant for a few hours before drinking.",Sierra Madre Vineyard,90,48.0,California,Santa Barbara County,Central Coast,Pinot Noir,La Montagne
US,"The winery's top cuvée is notable for its perfume of rose petals with a subtle whiff of body talc. Balanced and feminine, this soft and graceful wine glides across the palate with flavor highlights of cherries and plums. Drink now while it's at its best.",Lachini Family Estate,90,48.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Lachini
US,"Dryness, acidity and minerality mark this Chardonnay. It's elegant, with Meyer lemon, lime and new French oak flavors that bring a rich note of buttered toast. The score is lifted by the wine's balance. Drink now–2018.",Estate 25th Anniversary,90,28.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,McIntyre Vineyards
US,"The Napa-ness of this Pinot makes it so interesting. Grown in a warmer climate, it's dry, soft and somewhat herbal, with red currant, cola, tea, cranberry and mushroom notes. It feels complex in the mouth, without the flash and dazzle of more coastal bottlings, but there's a lot going on. Drink now–2017.",,90,44.0,California,Napa Valley,Napa,Pinot Noir,Brick & Mortar
US,"It takes a certain trust in the ageability of a young Calera Pinot Noir to appreciate it, as evidenced by this bottling. It's dry and tannic, with acid-inflected raspberry jam and oak flavors that show little in the way of complexity. Yet there are earthy, herbal, minerally depths. Granted that the vintage was difficult, this still is a wine to age. Try after 2017.",Reed Vineyard,90,60.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
Italy,"Bright and delicious, this starts with aromas of blue flower, red berries, mint and thyme together with a whiff of leather. The juicy palate offers wild cherry and strawberry accented with cinnamon-spice alongside fresh acidity and firm but fine tannins. Drink now through 2016 to capture the fresh, crunchy berry character.",,90,16.0,Tuscany,Chianti Classico,,Red Blend,Castellinuzza e Piuca
France,"This firm and structured wine also has full-on ripe, jammy fruits. The combination gives weight, richness and structure. A touch of licorice adds an extra dimension to this fruity, firm wine. Drink from 2017.",La Chêneraie,90,55.0,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château Jeandeman
France,"In this complex wine, surface fruitiness doesn't mask the firm layers of tannins that give shape and density. It's full of black plum flavors that show a juicy side to what is also a wine for long-term aging. Drink from 2018.",,90,20.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Paloumey
France,"A mix of ripe black fruits and dense tannins characterize this young wine. Its structure is surrounded by rich fruits, smoothly textured and generous. Acidity gives the wine a fresh touch in its aftertaste. Drink from 2016.",,90,45.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Tour de Pressac
US,"This 100% Cabernet deserves its reserve status. Compared to the regular 2011, it's richer, with a smoothly tannic mouthfeel framing blackberry, black currant and cedar flavors. It will hold in the bottle until 2018, but there's no reason not to pop the cork now.",Reserve,90,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Triumph Cellars
US,"Dark in color and deeply flavored, as the name suggests, this blend has evocative blackberry, currant, grilled meat, black pepper and oak flavors. It's also tannic, suggesting cellaring until 2019.",Dark & Brooding,90,54.0,California,Sonoma County,Sonoma,Red Blend,Palmeri
US,"The acidity is like a double squeeze of lime juice. It gets the tastebuds whistling, which allowss the intense lemon, lime and mango flavors to spread across the mouth and sink deep into the palate. This zesty wine needs rich fare. Ahi tuna tartare is perfect.",Bald Mountain Vineyard,90,45.0,California,Ben Lomond Mountain,Central Coast,Chardonnay,Beauregard
US,"Delicious fruit aromas and flavors define this medium bodied and very smooth blend that is 50% Graciano grapes. Aromas convey floral notes, strawberries and oranges, while the flavors bring more strawberries and cherries. The texture is not light but the wine is still extremely easy to sip.",,88,50.0,California,Sierra Foothills,Sierra Foothills,Red Blend,La Folia Winery
US,"From a hilltop location near the ocean-influenced town of Freestone, this wine is silky in plum and dark cherry, a hint of mushroomed earth doing its best to come out. Robust on the palate, juicy berry fruit satisfies, finishing thick and rich.",Rayhill Vineyard,88,60.0,California,Sonoma Coast,Sonoma,Pinot Noir,Landmark
US,"A tremendous value, this white is light and floral, soft in honeyed stone fruit and pineapple. A nice minerality buoys the proceedings, a medium-body taking on new strength midway through before letting the wine finish crisp and clean.",,88,15.0,California,Sonoma County,Sonoma,Chardonnay,St. Francis
Italy,"Aromas of underbrush, blue flowers, cooking spice and black plum unfold in the glass. A blend of 50% Sangiovese and 50% Malvasia Nera, the palate reveals dried black cherry, black pepper and anise alongside firm, polished tannins. Drink through 2017.",Maurleo,88,19.0,Tuscany,Toscana,,Red Blend,Pietro Beconcini
Italy,"A blend of 60% Merlot and 40% Cabernet Sauvignon, this sleek wine opens with aromas of red currant, bell pepper and herbs. On the juicy palate, notes of white pepper and clove add interest to crushed strawberry and cassis. Tangy acidity and polished tannins provide the framework.",Lippo,88,28.0,Tuscany,Toscana,,Red Blend,Pieve Santo Stefano
Chile,"This opens with damp, rubbery plum aromas. The palate is spunky and offers live-wire acidity, with cherry, raspberry, toast and pepper flavors balancing it out. Speckled black pepper comes on the dry finish.",Q Grand Reserve,88,20.0,Casablanca Valley,,,Pinot Noir,Quintay
France,"While the wine has some concentration from the old vines, its general effect is of a soft, open and generous texture that is full and rounded. There is some spice, a touch of toast and full-bodied blackberry and currant flavors. Drink now.",Baron d'Ardeuil Vieilles Vignes,88,15.0,Southwest France,Buzet,,Bordeaux-style Red Blend,Vignerons de Buzet
US,"Bruised apricot, lemonade and citrus rind-laden marzipan notes hit the nose on this wine, which is showing just a touch of nutty, honeyed oxidization. The macadamia nut element arises on the palate too, alongside intriguingly peaty flavors reminiscent of Scotch, with almond liqueur on the outro. It presents decent acidity throughout.",Reserve,88,35.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Wrights Station
France,"This is a dark and concentrated wine, solid with dark plum skin tannins and a dense structure. A fresher side brings in spice and a tense texture of both freshness and acidity. It should age a couple of years more, so drink from 2017. The estate, about 31 miles from Toulouse along the Tarn river, has a well-recorded history of family ownership over many centuries and is now run by the Faramond family.",,88,12.0,Southwest France,Gaillac,,Red Blend,Château Lastours
France,"This rich, full-bodied wine is packed with ripe, dense blackberry and plum flavors. With firm tannins in the background, it is always going to be dark and solid. Produced on a single vineyard by the local cooperative, it could still age and will be best from 2016.",Château Bazin,88,45.0,Southwest France,Côtes du Marmandais,,Red Blend,Cave du Marmandais
Chile,"Aromas of brambly plum and raspberry set up a palate with ripe flavors of black cherry and nutmeg. A baking-spice character carries onto the finish, which turns more soft and candied as it wraps up.",Gran Reserva Estate Bottled,88,20.0,Casablanca Valley,,,Pinot Noir,Casas del Bosque
Italy,"A blend of Cabernet Sauvignon, Sangiovese, Merlot and Syrah, this opens with aromas of black currant, pencil shavings, toast and a whiff of pine. Notes of mocha, graphite and anise add depth to the black cherry core alongside chewy but astringent tannins that leave a drying finish. Drink 2016–2018.",Non Confonditur,88,26.0,Tuscany,Toscana,,Red Blend,Argiano
US,"Black pepper, anise, boysenberry and a bit of juniper combine for a slightly funky, somewhat reductive nose on this blend of 46% Grenache, 23% Petite Sirah, 23% Syrah, 6% Carignane and 2% Mourvèdre. There's an ample amount of blackberry jam and chopped Italian herbs on the palate, with an asphalt character in the midpalate and a somewhat tart finish.",Hope,88,40.0,California,California,California Other,Red Blend,Aver Family Vineyards
US,"Licorice and blackberry scents float off the surface of this estate wine. Once sipped, a thinner juiciness takes hold, with boysenberry and cracked pepper leading the way.",,88,26.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Still Waters
US,"Elegant and compact, it offers appealing flavors that call to mind a cherry popsickle—fruity, with palate-cleansing freshness. The wine does a gentle fade, perhaps more quickly than you'd wish.",Alloro Vineyard,88,60.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Torii Mor
US,"Hanzell took on a new barrel regime with the 2011 vintage, opening the door to several different coopers to taste over time. Additionally in 2011, the Pinot grapes came from both the Sessions and de Brye vineyards. The wine is marked by a bouquet of baked strawberry and cherry, the layers interwoven in oak and dust.",,88,98.0,California,Sonoma Valley,Sonoma,Pinot Noir,Hanzell
France,"A concentrated wine, it's packed with both dark fruits and tannins. A dense structure contrasts with the fresher black currant fruitiness. Ripe and full-bodied, the wine needs to age. Drink from 2016.",,88,21.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Métairie Neuve
US,"There's a burly amount of black fruit and black tea in this estate wine, concentrated and coiled in a tight tannic structure. The fruit tends toward ripe black cherry and even blackberry, the texture is soft and the finish delightfully marked by a touch of chocolate.",Sexton Hill Vineyard,88,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Balletto
Spain,"Floral, stony red-fruit aromas are the right set up for a tight, almost citric feeling palate. Flavors of cherry and red plum are narrow and quick-hitting, while the finish is bright, juicy and runs on acidity. This demands food; it's raw by itself.",AV14 Clos d'Englora,88,30.0,Catalonia,Montsant,,Red Blend,Cellers Baronia del Montsant
France,"Crisp and young, this wine, from 50-year-old vines, is tangy and strongly mineral in texture. It is full of fresh fruit that reflects the of organic and biodynamic farming. The green fruits will fill out as it ages. Drink from 2017.",Maison du Villard,90,35.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Château de Lavernette
US,"Dark in color, this bold, full-bodied wine is succulent and rich in blackberry and black cherry, with a dusting of cranberry and grilled mushroom. There's a balance of acid and tannin that provides substance and structure, with length on the finish.",,90,40.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,"Quite buttery and nutty on the nose, this wine shows Marcona almonds, seared pineapple, crème brûlée and vanilla custard. Those elements meet with smart amounts of acid and texture on each creamy, buttery, pineapple-laced sip, which then finishes on marshmallow flavors.",Reserve,90,35.0,California,Edna Valley,Central Coast,Chardonnay,Edna Valley Vineyard
US,"The debut release for this producer is a bright garnet shade. Exhuberant and broad, the palate is bursting with cranberry, blue plum and Bing cherry flavors. Drink over the next year or two, while it is at its freshest.",Makena,90,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,BKB
France,The closed nose leads onto a compact palate that mixed red cherry notes with sandalwood oak spice. This is elegant and evolves beautifully in the glass. It will sing with earthy mushroom dishes.,Vieilles Vignes,90,55.0,Alsace,Alsace,,Pinot Noir,Domaine Barmès-Buecher
France,"Young vines, planted in 2007, give a fresh, fruity wine with attractive citrus and zingy orange flavors. It is ripe and deliciously perfumed with a touch of minerality and saltiness. Drink from 2019.",Grèves Premier Cru,90,117.0,Burgundy,Beaune,,Chardonnay,Domaine Jacques Prieur
US,"What jumps out immediately is a bright spicy scent. The forward fruit is a zesty mix of cranberry, guava and citrus, and the flavors just punch up the palate in a most delicious way. Drink this over the next couple of years while it retains its freshness.",3 Clones,90,40.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Vidon Vineyard
France,"Damaged by hail in 2013, the vineyards yielded low quantities. The grapes harvested produced a wine with crisp red fruits and bright berry acidity. The fresh, tight aftertaste suggests the wine will age. Drink from 2019.",Dominode Premier Cru,90,68.0,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Chanson Père et Fils
US,"From Old Wente clones grown on the famous vineyard, this full-bodied, textured wine shows ripe elements of golden honey, Gravenstein apple and toasted vanilla oak. Along the way, it flirts nicely with pear and marzipan, finishing in balanced minerality.",Bacigalupi Vineyard,90,40.0,California,Russian River Valley,Sonoma,Chardonnay,Peter Paul Wines
France,"This wine comes from one of the best vineyard sites in Savigny-lès-Beaune, on the slope closest to Beaune. It is a smooth, perfumed and ripe wine that has a balanced structure under the bright red-cherry flavor. Still bursting with young fruit, the wine will age, so wait to drink until 2019.",Les Marconnets Premier Cru,90,60.0,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Nicolas Potel
US,"When a rosé pushes past 14% alcohol, that's an indication of a pretty potent wine. Here's a fine example, showcasing ripe strawberry and peach fruit, with excellent concentration and mouth-filling flavors. Using all free-run juice, this is fresh and full-bodied.",Whole Cluster Rosé of,90,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
France,"Gentle spice and redcurrant notes promise a subtle wine. The palate does not disappoint and sings with translucent, light-footed elegance. This is all about charm and ease, about chiffon rather than velvet. Crisp freshness brightens and lightens everything. It's a mere whiff of a wine but a delicious one.",Tradition,90,20.0,Alsace,Alsace,,Pinot Noir,Kuentz-Bas
US,"This outgoing and full-bodied wine has a lot going for it. Fruity, enticing aromas lead to fully ripe flavors that suggest plums and fresh strawberries, with a suave and supple texture.",,90,52.0,California,Sonoma Coast,Sonoma,Pinot Noir,Kanzler
US,"This Oregon-based producer has sourced Petaluma Gap grapes to craft a light, clear and somewhat smoky and full-bodied expression of the variety. It's dense and rich in black cherry, currant and cola-vanilla.",La Cruz Vineyard,90,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Lachini
Italy,"Made with 90% Cabernet Sauvignon and 10% Cabernet Franc, this boasts aromas of black currant, mature plum, black pepper and clove. The ripe palate delivers fleshy black cherry, blackberry, licorice and Mediterranean brush accompanied by firm, fine-grained tannins.",Tenuta Belguardo,90,50.0,Tuscany,Maremma Toscana,,Red Blend,Mazzei
Moldova,"This blend of 70% Cabernet Sauvignon, 25% Saperavi and 5% Rara Neagra has aromas of red raspberry, violet candy and black cherry. There are flavors of cherry vanilla and pomegranate with soft tannins and an elegant finish.",Negru de Purcari,90,31.0,Moldova,,,Red Blend,Purcari
US,"This wine has a compelling earthy funkiness that's both varietal and fun, a tangle of red fruit, sassafras and cardamom that's light and bright. It makes a great companion to food.",,90,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Sanglier Cellars
US,"This is a robust, full-bodied and sultry wine, one within the producer's single-vineyard series, from a well-known and respected site. Oak and candied black cherry sit atop an abundance of cola spice and earthy truffle, promising more to come as it opens in the glass.",Fox Den Vineyard,90,62.0,California,Russian River Valley,Sonoma,Pinot Noir,The Calling
Bulgaria,"This Bulgarian Pinot Noir offers the nose black and red cherries and dried violets. It is well balanced in the mouth with soft, rounded tannins and flavors of dark cherry, cranberry and dried Mediterranean herbs.",Nimbus Premium,90,28.0,Thracian Valley,,,Pinot Noir,Castra Rubra
US,"Tire rubber, herb and locked-up barrel spice notes are followed by bountiful yet elegant black fruit flavors that show a spot on sense of balance along with exquisite length. There's no hiding the warm vintage it comes from but it shows the year well.",Halcyon,90,30.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Cloudlift Cellars
New Zealand,"Plump and succulent, the 2015 Hunting Hill displays attractive notes of hickory smoke and white peach, underscored by the suggestion of citrus custard. Like all of the 2015 Chardonnays from Kumeu River, it shows great length and intensity.",Hunting Hill,92,49.0,Kumeu,,,Chardonnay,Kumeu River
Argentina,"Toasty blackberry and prune are the key aromas on this plush Cabernet. A generous mouthfeel includes choppy tannins that will mellow in due time. Dark flavors of cassis and blackberry include spice and chocolate notes, while this finishes with ripe flavors of blackberry touched up by chocolaty oak. Drink this calm, slightly flabby Cab through 2021.",Big Bat,92,50.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Mascota
New Zealand,"Consistently one of New Zealand's top Chardonnay producers, Neudorf flies the standard for Nelson, almost next door to better-known Marlborough. The medium-bodied 2014 Chardonnay begins with appetizing scents of toast, oak spice and white peach. On the palate, there's a lovely combination of spice and stone fruit, then lingering citrus on the finish. Drink now–2020.",,92,25.0,Nelson,,,Chardonnay,Neudorf
US,"Aromatic and lushly scented with rhubarb, strawberry, cola, root beer and cocoa powder, this is immediately accessible, and yet structured to age if you can keep your hands off of it. Streaks of beet root sneak in around raspberry and cherry fruit, with firm tannins and highlights of toast, coffee, caramel and dark chocolate. This is a very fine cuvée that seems to gain focus as it rolls through the finish.",Yamhill Cuvée,92,45.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
US,"Foley's Chardonnays always manage to be both extremely tense yet flavorful—a combination that will please many palates. This bottling recalls grapefruit, mandarin pith and Asian pear on the nose, its nervy, mineral-driven palate awash with chalk and wet slate notes. It all finishes on a pleasing twist of lime.",JA Ranch,92,45.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Foley
US,"This wine is 53% Merlot and 47% Cabernet Sauvignon. Pleasing aromas of spices, herb, moist earth, cedar and cherry lead to a dazzling mouthful of cherry and strawberry flavors that show distinctive purity. It's a heart-stopper and an outrageous value.",DuBrul Vineyard,92,35.0,Washington,Yakima Valley,Columbia Valley,Bordeaux-style Red Blend,Kevin White
France,"From a small 19-acre estate, this is a fruity and juicy blend of Braucol and the still rare Prunelard. It has a tannic stalky edge that suggests the wine can still develop. This serious concentrated wine was made in egg-shaped cement tanks and is from organic grapes. Drink from 2019.",L'Enclos Rouge,92,28.0,Southwest France,Gaillac,,Red Blend,L'Enclos des Braves
US,"Soft and supple on the palate, this impressive wine is lightly spiced with dust and clove, its tannins rounded and in support of lingering cassis and red cherry flavors. Mocha and tobacco lend additional depth and complexity as it unfolds, punctuated by juicy acidity.",,92,100.0,California,Rutherford,Napa,Cabernet Sauvignon,Mathew Bruno
Austria,"Pure and vibrant dark and red cherry notes create an irresistible nose. The palate displays the same, invitingly juicy fruit. This is supple, slender, fresh and plump, with a joyful, balanced ripeness. Its tannins are smooth and ripe, ready to enjoy.",Klassik-Cuvée,92,15.0,Niederösterreich,,,Red Blend,Nastl
US,"This block selection hews closer to more conventional Oregon Pinots than the rest of the winery's portfolio, with powerful focused black-cherry fruit at its heart. It was fermented with native yeast and spent 17 months in barrel, 12% new. Those flavors come through in deft touches of graham cracker and cocoa powder, underscored with a wet-cement minerality.",The Heretic North Slope,92,65.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Native Flora
US,"Dark in color and offering opulent aromas of crème brûlée and marshmallow, this vineyard-designate is marked by its wealth of orange blossom aromas, an inviting, floral entry. While it exudes richness on the nose, it remains much more restrained and dry on the palate, finishing with leanness and length.",Searby Vineyard,90,55.0,California,Russian River Valley,Sonoma,Chardonnay,Migration
US,"Sanguine in red plum, clove and dark chocolate, this bottle-aged, full-bodied wine is impressive and still quite ripe and robust. The tannins are prominent and supported by a girth of oak, with a dense, concentrated finish.",,90,95.0,California,Northern Sonoma,Sonoma,Cabernet Sauvignon,Gallo Estate
Israel,"This wine has a bouquet of cassis, violet and black pepper. Well-integrated flavors of cassis, strawberry preserves, anise, fennel bulb and lavender are set amid silky tannins that feel as if they may go on forever but are surpassed at the finish when fruit flavors pull out all the stops.",Namura Single Vineyard Special Reserve,90,52.0,Galilee,,,Cabernet Sauvignon,Or Haganuz
US,"This spent 18 months in 50% new French oak, which underscores its pretty berry/cherry fruit with a vein of dark chocolate. Dr Pepper and spicy herbs decorate a solid midpalate that flows into a lengthy finish with confectionary highlights.",Carter Vineyard,90,65.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Panther Creek
US,"Succulent in red cherry and cassis, this wine has a surprising level of depth and grip. It finds its way with integrated tannins, soft layers of caramelized oak and a brightness of fruit and acidity.",Reserve Selection,90,38.0,California,Napa Valley,Napa,Cabernet Sauvignon,Raymond
Israel,"A red-violet color, this wine has a bouquet of blackberry, lilac and pencil lead with a whiff of iodine. A network of velvety tannins and a vein of bold acidity are equally weighted, wrapped around flavors of blackberry, blueberry, black pepper, rose petal and Mediterranean herbs, with bright fruit persisting into the pleasing finish.",Secret Reserve,90,40.0,Judean Hills,,,Cabernet Sauvignon,Shiloh Winery
US,"This low-alcohol rosé spent five months in neutral oak, yielding additional complexity and an appealing creaminess to the finish. Strawberry and cherry flavors are accompanied by lighter hints of peaches and sweet spices. It's a thoroughly modern, delicious rosé.",Rosé,90,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Trinity Vineyards
US,"This is definitely a light vintage for this vineyard-designate. It deftly mixes cranberry and raspberry fruit with hints of wet stone. Proportionate, drying tannins line the finish.",Shea Vineyard,90,60.0,Oregon,Willamette Valley,,Pinot Noir,Winderlea
US,"Winemaker Nick Goldschmidt does wonders with this consistent vineyard source, coaxing out mocha-chocolate, black cherry and blackberry, never overpowering an earthy back note of tobacco. Medium-bodied and soft, it finishes in a swirl of smoke and is juicy and enjoyable now.",Lone Tree Vineyard,90,50.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Forefathers
Italy,"A few swirls of the glass release engaging aromas of baking spice, red berry, rose and a whiff of tar. The linear, elegantly structured palate boasts bright wild cherry, white pepper, cinnamon and a mineral note alongside vibrant acidity and assertive but refined tannins. It's still rather austere but should blossom into a beauty after a few more years in the cellar. Enjoy after 2019.",Muntacc,90,24.0,Piedmont,Coste della Sesia,,Red Blend,La Prevostura
US,"Wild berries, from elderberry to salmonberry to mountain strawberries, are in play in this wine. The underpinning scents suggest earth and wet cement, while in the finish a strong flavor of breakfast tea lingers. This is an interesting addition to the Sineann lineup.",Russell-Grooters Vineyard,90,36.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Sineann
